userName,score,at,content
ahmad Bejjo,4,2023-09-30 04:50:19,"Aplikasinya sangat bagus tapi kalau aku pencet tombol BHS inggris dan iPa dan MTK pasti aja aplikasinya dikunci padahal aku mau belajar,aku download aplikasi ini karena mama ku yang nyuruh kalau aku hapus mama ku pasti marah karena mama ku guru,mamaku itu gamau kalau anaknya GK juara. Plis buka dong aplikasinya"
Azka Nurlatif,4,2023-09-29 05:55:01,Aplikasi ini sangat bagus sekali tetapi iklan nya itu ternyata banyak banget jadi kalo pertanyaan nya yg ini jadi selanjutnya tapi gak papa soalnya kalau iklan nyawanya diatas jadi bertambah.makasih aplikasi ini aku jadi bisa belajar dan bermain di aplikasi ini😊😊semoga banyak yg mendownload aplikasi ini 😊😊
Friska Panjaitan,5,2023-09-25 11:07:20,"Baik dan bagus , offline lagi Tapi saya saran , di buat materi paragraf yang berhubungan ke soal Jadi , bukan hanya soal aja"
Bayyinatul Qorinah,1,2023-09-22 10:59:57,Gamenya bagus dan bisa mencerdaskan otak tapi iklan terus...jadi capek deh mainnya tapi kita harus semangat belajar oh ya saya kasih bintang 5 ya soalnya game nya bagus banget....
Musfiyah 21,5,2023-09-22 04:31:39,"Sangat bagus untuk anak agar bisa bermain dan belajar dari HP agar anak tidak capek dengan belajar,pokomen sangat bagus terimakasih untuk game ini 🙏🙏🙏🙏🙏"
Andy Astaguna,1,2023-09-08 14:09:49,"Gamenya ngak terlalu seru ada gamenya tapi susah di selesaikan ada sepak bola, basket, flappy bee dan squril jump itu susah semua"
razi muhammad,5,2023-09-05 12:18:56,"Sangat berguna anak saya memakai ini dia menjadi lebih pintar dan soalnya menyenagkan anak saya selalu main permainan ini , tapi ada satu yang sangat mengganggu anak saya yaitu iklannya mohon tidak ada iklannya anak saya terganggu mainya gara - gara iklan karena anak saya suka gem ini jadi saya kasih bintang 5 , mohon maaf atas salah ketikan saya dan mohon di kurangin lagi iklannya menjadi tidak ada ya dan terimakasih........."
talita azahra,5,2023-09-02 03:15:16,"Aplikanya bagus ga ada iklan jadi aku bisa belajar yg tenang tp,buku nya ada yg terkunci tp!!aku suka sekali 👍👍🙏"
Rama Lestari,5,2023-09-02 02:30:19,"Game nya bagus bisa buat ngasah otak kita semua.makannya aku kasih bintang lima sampe ortu aku juga mainin ini 😊😊 katanya juga ""game ini bisa buat ngasah otak "" jadi game ini ga bakal aku apus. Sampe aku donlot lagi game yg cerdas cermat 😄😀💙💙"
Azkiya Febyana,5,2023-08-25 11:52:00,Ini membuat otak ku menjadi pintar dan tidak kesusahan pas mau ulangan aku rengking satu padahal pas kelas dua aku masih rengking 5 tapi pas udah kelas 3 sd aku rengking satu aku suka game SD ini membuat utak orang yang tadinya bodoh yang sekarang pintar aku mengasih nya buat bintang lima 👏👏👏👏👍👍👍🗣️
Agus Joey,5,2023-08-22 11:10:01,"Aplikasi bagus karena aku bisa belajar dan memahami semua tugas nya, walaupun banyak iklan tapi aku tetap melanjutkan pelajaran,"
Roby Darwis,5,2023-08-21 12:36:15,"sangat membantu untuk belajar anak saya, pelajarannya juga sama persis seperti yg ada di buku LKS anak saya..apk ini sangat recommended untuk belajar 👌👌🙏🙏"
Ba Gas,5,2023-08-21 11:51:06,Bagus banget terus pas tryout udah selesai nilai nya bisa di prin pokoknya the best deh gak hanya untuk belajar tapi kalau kita bosen bisa main gamenya pokoknya paling the best 💜💜
Sakha Axel,4,2023-08-13 11:41:18,Bagus banget sih tapi iklannya di kurangi ya. Juga pas agama Islam itu harusnya huruf hijaiyah ada 30
Iwan Lely,4,2023-08-12 03:52:12,"Aplikasi nya sihh bagus untuk kelas 1 2 3 4 5 6 , tapi tolong iklan nya di hapus tapi untuk saya bagus karena saya kelas 5 jadi tolong di susahkan ya SEKiAN TERIMASIH dadadadahhhhhh🙌🙌🙌🙌👐👐👐👐👐😀😀❤❤❤❤✋✋✋✋"
Rochelle Nathania,5,2023-07-27 13:36:54,Emmm kalo gamenya bagus tapi banyak iklannya kalo banyak iklan coba matiin data selulernya. Tapi kalo bisa tolong iklan nya ya. Ya segitu aja sih dari saya 🙏🏻🥰
Tiara Zora,3,2023-07-24 23:06:46,Aplikasi nya bagus aku jadi suka sama game 💜💜nya tapi ke bayakan iklan nya tolong di kurangin iklan yang buat ini iklan nya dikurangin nya😊
Sanih Asterina,3,2023-07-24 10:55:57,"Kenapa aku kasih bintang 3 karena mainnya seru dan anak anak jadi suka main nih,maaf juga kurangin iklannya maaf tolong di kurangin iklannya ya 🙏🙏"
naffa nadiqasa,5,2023-07-23 12:07:17,Game ini bagus sekali bisa menambah kecerdasan otak dan mengasah otak kalian juga jadi aku suka apalagi cara mainnya dengan cara belajar sambil bermain pokok nya bagusss deh jangan ditanya lagiiiii😍😍✅
Keyza Zahrani,1,2023-07-13 11:02:37,"Game nya seru tapi banyak iklan, sebenernya seru kalo tanpa iklan, Aku sudah kelas 4 jadi seru bisa mengasah otak atau pikiran anak seumuranku. Maaf ya kalo perkataan ku membuat kalian tersinggung .K"
Christine d Sitompul,2,2023-07-07 13:12:28,Kurang karena banyak iklan banyak video yg g bener Itu aj y Aku kasih bintang 2 Kalau sudah ad sedikit perbaikan baru bintang 5 Ya itu saja trimakasij
janeeta _offical,5,2023-07-06 00:36:24,Aplikasinya sudah bagus saya kasih bintang 5 tapi fitur kali ini kurang memuaskan karena setiap saya menjawab pertanyaan dengan benar kadang -kadang ada iklan terus kalau jawabnya salah hatinya berkurang tolong tambahkan fitur penambah hati ya terima kasih 😊
Dian Widi Wahyuni,5,2023-07-04 23:34:19,"Game nya bagus banget. Aku suka iklan nya juga jarang keluar , sejakpakai Apl ini nilai ku dikelelas selalu diatas 60.keren banget 👍🏻👍🏻tapi boongggggg ! Tapi serius Apl ini coollll banget 😁😁😁😁🙏🏻🙏🏻"
Edi Eceum,3,2023-07-03 07:26:11,Aplikasi nya sih bagus tapi!! Iklannya terlalu banyak tolong dikurangin yaa Terus iklannya dipilihin. Kan jadi pertanyaan kok apk edukasi tapi iklanya iklan2 joget india lah yg aneh2 lah.. udh sih 2 itu aja PERBAIKI LAGI YAA DEVELOPER APLIKASINYA SEMANGAAATTT... aku kasih bintang ☆☆☆ dulu yaa nanti klo udh diperbaiki jadi ☆☆☆☆☆ see you bye
Marsya Aqila,5,2023-06-30 15:41:39,"Assalamu'alaikum, hallo perkenalkan nama saya aqila bintang ramadhani. Saya suka sekali dengan Soal Ujian SD sangat bermanfaat sekali, karena saya kelas 3 SD dan mau naik kelas 4 SD,udah kok gitu dong Wassalammualaikum."
Dita Avrido,3,2023-06-29 12:04:51,"Hallo, nama saya chella saya sudah kelas 4...permainan nya bagus tetapi iklan nya mengganggu banget... Baru 3 kali main langsung iklan tapi iklan nya setiap yang ke-3...mohon maaf kalau saya merlakukan dengan jelek...Permainan nya juga bagus dan bisa belajar lewat aplikasi ini...terima kasih"
Irul Dinda,5,2023-06-16 06:46:27,Aplikasi ini sangat bagus dan saya setiap ada waktu luang selalu bermain game ini tapi ada satu yang saya tidak suka yaitu terlalu banyak iklan nya jadi tolong di kurangi iklan nya ya trima kasih 🙏🙏
Furmawanhadi,5,2023-06-15 12:04:58,Ya ampun bagus banget aku yg kelas 6 SD selalu main ini aku suka banget mengembangkan otak lagi dan semoga aplikasi ini semakin bermanfaat yh❤️☺️
Sail Hidayah,4,2023-06-08 06:45:54,"Sudah bagus tapi tolong iklannya di kurangi ya , saya semakin paham soal pelajaran karena aplikasi ini😊👍💪💪selain bisa paham bisa juga bermain ❤️ semangat kak makasih 👍🌺🥰😊"
Asrifah Asrifah,5,2023-06-03 13:43:56,Apkny sangat bagus sekali tapi kalo memakai Kouta/wifi ada iklanya tolong iklanya hilangin untuk selamanya bagus bagus aj ga ada Kendala cocok untuk anak SD 🙂
Dea Choiriza,4,2023-06-03 04:33:26,"Aplks ini sangat bagus oya sy memberi rating game ini 4 bukan karena sy tdk suka dg game ini sebaliknya sy sangat suka dg game ini,sy beri saran tlng motif soalnya jangan di permudahkan kasih soal yg mengasah otak ya.......demikian dari saya @deachoiriza .......... Wassalamu'alaikum.wr.wb"
Navita Azahra,5,2023-05-28 14:50:13,Halo aplikasi ini bagusssss bangettt aku suka ❤ dan bisa membantu aku jadi pintarr tapi sayng ada iklan nya tpi gpp lah nama nya juga mainan hahaha 😂😂☺☺☺☺✔✔✔✔.mainan ini cocok banget untuk aku dan semua orang udah ini aja yang ku omong kan terimakasih ☺
Alya Fairuz,3,2023-05-23 14:47:51,Maaf saya kasih bintang 3 karena banyak iklan nya dan ketika lagi tryout banyak banget iklan nya tolong di perbaiki ya 🙏🙏
Umi Yuli,5,2023-05-20 13:32:59,"Makasih yang sudah nyiptain aplikasi ini.gara"" main ini terus saya nilai ulangan, nilai 💯, dan nilai rapotnya bagus semua aku akan rajin main ini terus pokoknya yang liat tulisan ini kalian harus download game ini misalnya ibu/bapak buat anaknya yang nilainya jelek bisa download soal ujian SD agar nilainya bagus ayo cepetan download game ini yang gak download pasti lama"" download ini,dan juga soal""nya gampang sampai aku hampir bisa nyelesai soal matematika kelas 6 ayo cepetan download game ini♥"
rasman purba,4,2023-05-20 01:53:33,Apk nya bagus tapi ada beberapa kekurangan yaitu -tidak bisa me nonaktifkan lagunya/efek suara kolo simatiin pas masuk soal malah ada lagu lagi tolong di perbaiki🙏
Julien Kael,5,2023-05-17 12:14:09,"Soal"" nya lumayan gampang buat aku,terus juga seru,tapi kemarin malam aku tuh udah selesaikan beberapa soal matematika,terus besok nya pas aku mau ngerjain soal bahasa inggris aku liat level matematika ku ternyata kosong masih di no 1 dan,itu kenapa ya ?. Tapi jujur aplikasi nya seru kok"
Dede Tia,5,2023-05-17 08:11:34,"Ini aplikasi keren sih, tapi sayang bnyak iklannya. Trs berlangganannya kemahalan. Sukses selalu"
Tian Mei (TIAN),5,2023-05-07 10:51:52,"Asli ini aplikasi sangat membantu dalam belajar saya, saya belajar ½ jam saya bisa main game yang ada di apk ini setelah itu say lanjut belajar lagi, tapi ada keluhan :tolong jika kita belajar kita menjawab soal dengan benar kita mendapat uang 2 coin tp kalau salah tidak usah di beri agar jika hati kita habis kita bisa mbeli hati tanpa harus melihat iklan/mengulang dari awal Terimakasih SOLITEKIDS........ 💓❤💞"
Dzian Maditya,5,2023-05-03 14:49:07,Aplikasi nya bagus banget banya ilmu yang aku dapet tapi kenapa iklan nya banyak banget terus kalo lagi kesusahan pake bantuan syarat nya harus iklan tolong kurangi ya🙏🙏
Tiara Syaqila,5,2023-05-01 00:46:44,game nya bagus saya suka saya bisa belajar di permainan ini tapi sayang matematika dan bhs indonesia tudak dapay di buka padahal saya ingin belajar matematika oh ye saya lupa memperkenalkan diri saya saya Yuliana kls tiga alamat Lombang dan soal ujian ini juga ada permainannya
Amira Syahla,5,2023-04-25 02:25:57,"Bagus, nih. Meningkatkan pengetahuan dan pengembangan kepintaran anak... Good job, deh, Dev! Banyakin lagi aja ya gim kaya ginian... Biar anak-anak bisa makin pintar, dan nggak main gim yang berguna gitu..."
amr aconk,5,2023-04-20 01:03:10,"Assalamualaaikum. Aplikasinya bagus bgt cuman iklannya tolong dikurangin aja soalnya si aplikasi ini bisa belajar sambil bermain . Pokonya bagus ❤ tinggal iklannya dikurangin aja , makasi kak. 🤔"
fanesa chanel,5,2023-04-15 09:15:59,"Menurut saya game Soal Ujian SD ini sangat membantu saya untuk belajar di rumah,serta membuat adik saya menjadi lebih giat untuk belajar karena belajar dalam bentuk game yang sangat seru.Bagus banget saya kasih bintang 5.Untuk game buatan SOLITE KIDS gak pernah jelek deh bagus semua!."
Alya Syifa,5,2023-04-13 15:05:25,Game nya bgss bgt bisa bikin ak jd pinter belajar terus game nya punya banyk materi contohny matematika dll Masih banyak bgt terus kelas 1/6 lengkap cuma tolong kurangi iklan nya ok terimakasih 🙏🏻🙏🏻🙏🏻
Dara Putri,5,2023-03-19 12:46:57,"Apk nya sangat bagus dan membantu anak SD untuk lebih rajin belajar dan sekolah,ada juga game jadi setiap anak yg berlajar bisa sambil dengan bermain. Cuma yg kurang bagus nya adalah setiap belajar yg ganggu selalu iklan mohon iklannya di perbaiki tapi saya ttp salut sama apk ini terima kasih🤗"
Azhar Faiz ramadhan,3,2023-02-20 04:50:35,"permainan nya sih bagus / keren tapi 1 kenapa harus membayar gitu semua matematika, bahasa inggris yang lain tidak membayar tapi bagus kenapa harus kayak gini seharus nya gratis gitu lho hih nyebalin sih jadi saya kasih bintang 3 dulu ya kalo sudah di perbaiki saya kasih bintang 5 terima kasih karna sudah membaca saya sangat ber terima kasih"
Zainal arifin,5,2023-02-18 13:03:16,"Sebenarnya ini udah bagus ya Mata pelajarannya lengkap, Seru ,cuma kendalanya itu di iklannya Yang sering banget muncul jadi agak mengganggu tapi aplikasi ini sangat Membantu untuk menambah ilmu pasti Gak nyesel deh nginstal"
Siti Fatimah,5,2023-02-17 09:07:40,Aku lagi download aplikasi nya soalnya aku udah kelas empat kebanyakkan soal ulangan yang sulit sedikit sih untung aku download aplikasi ini jadi lebih mudah deh. Heheheh. Ya sama² solite kids😄.
Talita Ita,5,2023-02-05 13:17:16,Ini bagus banget!! Dan membantu bangett!! Aku jadi makin pintarr!!! Semoga pas ulangan aku dpt nilai bagus berkat aplikasi ini 😄semuanya lengkap banget. Buruan dowload!
Iwan Yanto,5,2022-12-29 11:14:25,Hallo aku suka sii sama apk ini apalagi ini kali pertama nya aku kasi ke apk apk bintang 5 biasanya hanya bintang 4 dan baru kali ini sya kasih bintang empat Buat kalian yg mau ga ada iklan nya coba ga pake data WiFi semoga bermanfaat okii
Sholeha Eha,5,2022-12-29 04:19:24,"Game nya seru banget!!!, Tapi menurut ku ini bukan game, tapi aplikasi untuk belajar, seru banget, ada level dan tingkat kelas nya. Terus ada ujiannya juga, jadi kita tau berapa nilai yang kita kumpul, wajib download yaaa!!!"
Radina Putri,3,2022-12-27 08:11:41,"Gamenya bikin aku jadi pintar 🖒 Tapi maaf tolong iklannya buaanyaaak banget. Terus juga kalau data seluler dimatiin matematika,a inggris,ipa terkunci sama gamenya basket ball dan crazy soccer juga terkunci 😡"
fachrul hidayat,5,2022-12-23 13:39:33,"Gamenya bagus😍, untuk belajar anak sd lumayan... Ada pilihan pelajarannya dan kelas, aku bakal semangat terus buat nyemangati orang tua dan ngebanggain mereka, ini seperti game belajar sambil bermain, pokoknya bagus bgt sih ini!😍, langsung download aj yuk!😍"
Singkat dan jelas,5,2022-12-15 09:13:45,Game nya bagus tapi tembus pandang😂🤣🤣canda² game nya bagusss banget!!!!!!!!!!!!!!!!!!!!!!!kapan Update lg aku mohon Update-udate kalo nggak ilangin semua iklan nya atau Update
Dingding Gold,5,2022-12-13 23:52:33,"Hai nama aku riska, permainan ini bagus banget dan seru, ditambah membuat cerdas. Ni aku ceritain waktu aku dowload permainan ini hari itu aku pas ujian tengah semester terus aku coba deh permainan ini terus waktu itu nilai nya keluar dan hasilnya sangat mengejutkan aku dapat nilai seratus"
Ummu Kultsum,3,2022-12-08 04:35:40,"Dan ada beberapa sedikit hal yang membuat ketidaknyamanya saat bermain. 1.iklan,2.bug karena iklan. Mohon diperbaiki lagi ya nanti kalau sudah bener aku kasih bintang 5"
Ayu Rahayu,5,2022-12-01 21:52:59,Game ini bagus aku suka game nya tapi yang aku gk suka itu tiap pelajaran ikpan terus yang keluar tolong perbaiki tapi aku tetep suka game ini biar nambah pinter aku kelas 5 jadi bisa mengerti
Baim Bimo,5,2022-11-20 07:23:18,Game nya sudah bagus dan membantu untuk belajar tapi pada kasi bintang 1 cuma gara-gara iklan pikirlah kalian apa salahnya ada iklan ini jg game gratis kalian mau GK ada iklan ya bayar lah padahal aplikasi sebagus ini dan membantu belajar malah banyak yg kritik cuma karena iklan 😡
Aep Saepidin,4,2022-11-15 12:59:05,Memang bagus tapi banyak yang ke kunci tapi seru deh jadi bisa belajar sambil main HP terima kasih ya pembuat permainan ini saya sangat suka tapi masalah nya itu aja satu doang banyak yang ke kunci.
Caca Faqudya,5,2022-11-12 13:50:53,"Aplikasinya bagus sekali , saya jadi bisa belajar lebih banyak di apk ini tetapi saya meminta tolong mohon diperbaiki lagi karna saat saya belajar selalu ada iklan yang mengganggu"
Giorali Lumentah,5,2022-11-06 09:03:38,Aplikasi nya bgs yng dmn kt bisa bljr sambil bermain Dann yng paling aku sukai itu ad fitur try aut nya Tpi ad sedikit kendala di bagian pengerjaan soal. Yng ke 1 banyak iklan pada saat mengerjakan soal ke 2 sering keluar sendiri Dan yang paling paling nyebelin itu waktu udah selesai ngerjain sampai soal yang paling jauh eh pas aku tekan tombol bantuan soal ato keluar dri soal tiba² eh soalnya balik lagi ke yang soal 1 dan semua soal yang ku kerjain semuanya ikut hilang Jdi mohon di perbaiki ya
Nabila Putrisalma,5,2022-11-04 12:04:40,"Aku suka bgt soal ny ada banyak bahasa da ada juga gane yg di sediain terus ada level ny juga pokok ny aku suka bgt yg belum tau download sekarang juga, btw bisa buat kita pintar dan tau segalany"
Ratu Vaneesha Anlady,5,2022-11-02 14:48:54,"Bagus bangettt. saya, udah pake ni apk dari kls 4 sd dan sekarang saya udah lulus sd lebih tepatnya saya sekarang Kls 7 smp dan berkat apk ini saya bisa lulus sd. Karena apk ini saya bisa belajar di rumah sambil bermain di karena kan covid saya, jadi banyak ketinggalan pelajaran tetapi berkat apk ini saya jadi gak ketinggalan pelajaran lagi. Dan sekarang apk ini ngebantu adek saya juga yg masih kls 2 sd .dan sumpah saya ber terimakasih bngt sama apk ini."
Sarmadi Sarmadi,5,2022-11-01 08:11:42,Game nya bagus anak saya suka dan dia bisa belajar di game ini tanpa pake buku makasih ya game nya semoga yang punya game ini rezeki nya lancar dan panjang umur sehat selalu aminnnn😊🥰
mabar cok,5,2022-10-24 05:55:37,Aplikasinya bagus banget jadi kalo dirumah sambil lihat hp sambil belajar kalo menurut aku aku kasih nilai 💯 karena bagus banget kalian wajib download karena aplikasinya bikin kita lebih pintar mesti kalo kalian download kalian ngga bakal nyesel karena bikin kita pinter bby❤️
Zainul Arif,5,2022-10-20 13:22:42,"Gemenya seru banget walaupun banyak iklannya tapi menyenangkan. Kalau belajar sama menulis pasti membosankan tapi aku menemukan aplikasi ini jadi seru banget, kalian harus dowload dehh ini itu seru banget"
Nursila Hamim,5,2022-10-20 04:40:59,Asalam.mualaikum game ini sangat-sangat baik dan bagus anak saya jadi pintar dan terlalu bagus untuk mampintarkan anak-anak bagus jadi hanya itu saya ketik dan tanya terimakasih asalam.mualaikum terimakasih muda-mudahan sehat selalu amin ya rokbalalamin
Galuh Suci Rahardi,4,2022-10-11 13:49:31,Soal-soalnya lengkap dan menarik. Game ini adalah cara belajar yang menyenangkan untuk anak-anak. Cuma iklannya aja yang kebanyakan. Capek skip iklan melulu. Hehe .. But.. overall ok lah.
era inryd icy meta,4,2022-10-05 12:13:31,"Untuk semua sih, bagus. Tapi, saat try out bhs inggris utk kls 5, ada soal yang tulisanya ""Her house doesn't have a backyard, ...?"" Aku jawab ""does it?"" Tapi dipikir salah jawabannya dan dipikirnya ""doesn't it?"" jawabannya. Padahal, yang bener itu ""does it?"" tapi app-nya pikir ""doesn't it?"". Tolong perbaiki, ya dan kurangi iklan-iklannya."
Putra Andika,5,2022-10-01 04:57:01,"Menurut aku sih udh bagus soalnya dari gambar nya aja bagus apa lagi kalo di mainin beeh 🅑🅐🅖🅤🅢 bisa untuk belajar sambil main hp, soalnya kalo belajar di tulis di buku pasti bosen kan, tapi baru nemu aplikasi inih belajar jadi seruuu Buruan downlot sekarang!!!"
Indri Melvani,5,2022-09-30 07:13:51,Game nya bagus banget jadi bisa nambah pintar tapi terlalu banyak iklan jadi perbaiki . Semua mata pelajaran lengkap ini cocok untuk yg kelas 1 - kelas 6 aku kelas 6 jadi bisa dimengerti buruan download biar tambah pintar 👍👍😄 aku suka sama game ini tapi terlalu banyak iklan tolong di perbaiki 🙏
Sum Sun,4,2022-09-29 10:31:47,"Gamenya seru,tapi ada masalahnya yaitu saat di fitur try out setelah mengerjakan 1mata pelajaran tiba-tiba lag lalu keluar,perbaikin ya, gamenya ini seru seperti tebak-tebakan dan teka-teki dan mata pelajarannya lengkap, saya sangat merekomendasikannya untuk anak-anak SD/MI sederajat,seru deh !!!!!"
Remondpastimex Remond,5,2022-09-19 09:57:36,Betul tuh bagaimana kalau iklannya dikurangin biar yang download makin banyak karena iklan itu habiskan paketan aku yakin kalau iklannya dikurangin pasti agak sedikit tambah banyak yang download Tapi kalau nggak ada iklan malah tambah banyak mendingan nggak usah pakai iklan aja siapa yang setuju sama aku
Shafa Almira,2,2022-09-18 07:36:51,"Aku suka banget game ini mengasah otak, cuman aku kalo salah beberapa soal langsung disuruh ulang dari awal padahal aku udah sampai 87 (B. Inggris kelas 1) aku kesel sih , itu harusnya gaada gituan nya , dan iklannya banyak , dan nge lag"
Isna Na,5,2022-09-16 12:28:23,"Bagus aplikasinya bisa buat belajar sebelum Ulangan/ujian Juga ada pembelajaran sesuai dengan materi yang dimau seperti (Matematika IPA bahasa jawa TIK)dan lainnya juga Soal soal nya lumayan mudah untuk Ujian/ulangan di hari berikut nya juga ada paket soal Pokok nya aplikasinya Hemat,bagus"
RAJA GOCEK,5,2022-09-07 07:11:44,"Suka sama apknya,aku kesusahan mencari materi cerdas cermat untuk olimpiade IPA karna apk ini aku bisa lebih leluasa mengetahuinya, tapi iklannya saya harap di kurangi, sedikit mengganggu, tetapi tdk apa apa, jaya terus untuk aplikasi ini yah, love banyak banyak buat apk inii (BINTANG 5)"
fauziyah nur,4,2022-08-31 04:09:20,Aku sih bisa soal e tapi pas aku ngerjakan bahasa Jawa pas aku belajar nya masih sedikit lah terus iklan terussssss tolong perbaiki ya iklan nya lama banget aku jadi kesel 😡😡😡
Anindya Ayusafara,3,2022-08-26 06:29:40,"Aplikasinya g jls,muncul iklan aku kira iklan biasa ternyata kyk ikanl loading gitu trs g ada tanda x jadi Nah aku kelas 5,aku kyk pakai ulangan gitu terus aku main di ualngan muncul iklan kyk gitu tolong di perbaiki 😬😬"
qiana yumnafarzana,4,2022-08-24 22:50:19,Permainan ini bagus sih cuma contoh aku level 7 terus aku keluar dari Apli lalu diulang dari level 1 tolong di perbaiki terimakasih.
Suriansyah Emi,5,2022-08-15 10:44:23,Aplikasi ini sangat cocok untuk anak 2 yang lagi lomba cerdas cermat tanggal 17 Agustus ini saya sangat suka tapi ada sedikit gangguan karena kita mau masuk it loading nya lama sedikit kalo GK salah loading nya 2 menit aj ok itu saja saya kasih tau terimakasih ⭐⭐⭐⭐⭐⭐ saya kasih bintang 6
Agarwood Indonesia,3,2022-08-14 11:20:58,"Tolong diperbaiki atau di cek lagi, bahasa jawa kelas 1 sd, mata : mripat : soca : paningal. Bukan talingan ( bahasa jawa halus untuk telinga)."
Renta Crista Palupi,5,2022-08-08 12:03:18,Aplikasi sudah sangat bagus tapi tambhkan pembelajaran SBdp ya agar lebih bagus dan untuk level juga kalo ada tambahan pelajaran baru seperti biasa banyak agar tidao bosan ok terimakasih
Roxy Yumire8521,5,2022-08-05 20:32:48,Bagussss bangetttttt....!!!..game inih sangat bermanfaat sekali untuk anak SD yang masih belajarrr...!!.. Recommend banget deh buat di download...!!..Semangat terus untuk Development nya..salam Toleransi yak..!!..🙏🏻😊
The pinkie Crown,4,2022-07-26 12:02:15,"Bagus si gamenya ini dapat belajar pelajaran yang kita tidak bisa,tapi sayangnya ini banyak iklannya,jadi menganggu anak bermain,jadi tolong dikurangi ya iklan nya .. kasih bintang segini dulu aja yaaa..."
Selina Nanda,5,2022-07-20 12:08:14,Aplikasi ini bagus saat aku ujian nilai ku menjadi bagus karna aplikasi ini tapi tolong iklanya di kurangi ya baru sebentar udah iklan iklan nya yg gak marai gk kontrentrasi tapi apkasi ini sudah bagus kok apapun banyak iklan nya😀😀
Tebe Vanzero,3,2022-07-17 12:10:02,Apk nya bagus soal nya bagus banget dan yang salah itu kalau nga buka data atau wifi itu soal nya ada yang djkunci terus kalau buka data atau wifi itu banyak banget iklan nya tolong di perbaiki ya dan ko soal kelas 4 ke kls 6
fadilah kamil,5,2022-07-13 11:27:45,"Makasih banget ya pembuat game ini aku jadi bisa belajar banyak aku kasih bintang lima karna belajar nya seru ya kalau bahasa Inggris pake data tapi ada yang masih pake data ada yang gak pake data banyak, masuk nya gak usah pake data, jadi mending donload ini oke."
Firman Putra,5,2022-07-09 16:24:44,"Aplikasi nya bagus bgt, tp banyak bgt iklan nya baru ngerjain soal bentar, eh iklan nya muncul hbs iklan lanjut lg tp baru ngerjain 3 sampai 5 soal sdh iklan lg haduh jd terganggu ni. Tolong iklan nya d kurangin donk jgn banyak banyak keluar nya, jd ak kasih bintang 4 dlu ya😊😊😎😎😎"
Serli Serlika,1,2022-07-09 03:28:10,Aplikasi nya bagus banget suka deh tapi iklan nya banyak jadi ga fokus ngejawab soalnya deh jadi tolong di perbaiki ya tapi soal yang bahasa inggris gak susah ko soalnya aku udah belajar di rumah jadi tau deh 😊
Maria Yasinta,5,2022-06-29 10:26:26,Saya suka bangeeeeeet karena aplikasi ini bagus banget deh . Setiap pagi habis saya bangun tidur saya langsung belajar ini jadi saya dapat rangking satu gara gara aplikasi ini .itu aja mungkin yang bisa saya ucapkan oya nama saya CLARIA JASTIANA GALANCIA VALENCIA MARGARETHA MAKASIH 😘😗😚😙
santi nurhayati,5,2022-06-26 11:22:08,"Aplikasi ini sangat berguna banget aku pas dulu kan suka rengkimg 10 ,9 ,8,7,6,5, kalou sekarang jadi rengkimg 1 terimakasih aplikasi membantu banget untuk aku"
Naya Kirana,5,2022-06-18 10:17:46,"Aplikasinya bagus dan seru banget tapi sayangnya banyak iklannya tolong dikurangi iklannya sekali lagi aplikasinya bagus, terimakasih"
Sulis Eko,5,2022-06-15 06:54:02,"Aplikasi nya Seruuu baguss banget, Tapi terlalu banyak iklan hingga membuat ku kesal!!!!! Plis deh hilakan iklan nyaaa!!!?!!!!"
Siti Almasitoh,5,2022-06-12 04:51:28,Wah bagus sekali aplikasi ini saya bisa mewujudkan prestasi saya terima kasih solite kiss.😊😊🥰 Dan juga kalau ulangan tik tidak ada contoh ujian jadi aku liat di solite kids ada soalnya mirip lagi buruan dowlot 👇🏻👇🏻
Jariyah77 Fitri,5,2022-06-04 02:51:15,Aplikasinya bagus banget sesuai dan bagusnya klo ad ujian kebanyakan soalnya mirip sm yg ulangan...rekomend banget deh untuk aplikasi ini... Pokoknya bagus banget latihan untuk try out juga ad latih untuk UN kelas 6...pembelajaran juga seru...ada pengisi suara juga...adik adiku pada suka...aplikasinya juga gratis lagi...walaupun kebanyakan iklan tp tetep oke....soaalnya cuma barang gratisan....juga ad sertifikatnya nya...tp tolong untuk yg latihan ujian agama kelas 4 diperbanyak lg soalnya...mks
Ardinata Saputra,5,2022-06-02 06:29:00,game nya bagus dan juga ada belajar agama tapi ada banya ikkelan bisah di kurangin sedikit game nya bisa nambah aq anak tapi bagus apalagi level pertama aja udah lumayan sulit
Afiqah Antariksa,5,2022-05-31 05:26:38,"Game ini bagus dan yg pada bilang ""ko gk bisa di instal??"" Karna kalian kebanyakan foto, game,video,DLL dan yg bilang ko banyak iklan??! Heyy anda mau gmn yg gak ada iklan coba sono instal game roblox yg anda mau disitu gk ada iklan gmn kena mental?"
Nur Hayati,4,2022-05-29 12:19:41,"Kalo kt aku sih game ini tuuhh seru bangett ...lohh ayoo dong gaeyss donwload game ini terus ada sertifikatnya ,pokokny game ini itu seruuu bangett jadinya aku suka,,TPI ad keluhan ny iklannya tuhh banyak banget.....mohon dikurangkan yh...ok terimakasih"
